0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,1
40,2
41,2
42,3
43,3
44,3
45,4
46,4
47,6
48,4
49,2
50,2
51,5
52,3
53,4
54,4
55,6
56,4
57,6
58,6
59,6
60,6
61,1
62,3
63,2
64,3
65,4
66,4
67,4
68,3
69,3
70,4
71,5
72,5
73,5
74,5
75,5
76,5
77,6
78,6
79,6
80,6
81,6
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,6
91,6
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,6
102,6
103,6
104,6
105,6
106,6
107,6
108,6
109,6
110,6
111,6
112,6
113,6
114,6
115,6
116,6
117,6
118,6
119,6
120,6
121,6
122,6
123,6
124,6
125,4
126,4
127,5
128,5
129,5
130,6
131,6
132,6
133,6
134,6
135,6
136,6
137,5
138,5
139,4
140,5
141,6
142,6
143,6
144,6
145,6
146,6
147,6
148,6
149,6
150,6
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,6
159,4
160,4
161,4
162,4
163,4
164,5
165,6
166,3
167,3
168,6
169,6
170,6
171,6
172,6
173,6
174,6
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,6
196,6
197,6
198,1
199,1
200,1
201,6
202,6
203,6
204,6
205,6
206,5
207,6
208,0
